"datetime","title","service","voc_type","voc_date","text"
"2012-03-26 오전 8:59:00","출근 버스가 난방을 하지 않아 춥습니다.","기타 >  >","","","아직 아침저녁 많이 추워 많은 사람들이 겨울 외투를 벗지 못하고, 출근을 합니다. 그럼에도 불구하고 인천에서 출발하는 출근버스는 난방을 하지 않아 새벽에 떨면서 버스에 앉아 있어야합니다. 앞자리에 앉았더라면 버스기사님께 말씀을 드리겠지만 뒷자리에 앉게 되면 말씀을 드리기 어렵습니다. 그러니 버스 난방이 잘 되었으면 합니다.(혹시 앞자리가 더워 난방을 안하셨다면 뒷자리가 추우니 좀 참아주세요.. 저번주 이번주 너무 춥게 출근을 합니다..)"
"2012-03-26 오전 7:31:50","3월 25일 21시 잠실 출발 통근버스 분실물 관련 문의 드립니다.","기타 >  >","","","안녕하세요. 3월 25일 21시 잠실 출발 통근버스에서 뒷자석 선반에 (코트와, 셔츠, 벨트 등이 포함된)수트케이스를 분실하였습니다. 급히 필요한 의류인데 어떻게 찾을 수 있을지 몰라 글 게시합니다. 서둘러 찾을 수 있도록 도와주시면 감사하겠습니다. 답변 기다리겠습니다."
"2012-03-25 오후 1:37:17","출근 탑승위치도","기타 >  >","","","출근 탑승 위치도 업데이트좀 해주세요 푸르지오 선은 없네요"
"2012-03-24 오후 7:07:38","B조 잠실 출근 셔틀 증차 부탁드립니다.","기타 >  >","","","오늘뿐만이 아닙니다! 교대 첫 (바뀌는날) B조 출근때는 항상 만차입니다. 아니 몇분은 항상 성남까지 서서갑니다. 기사님이 그러시더군요 우리들보고 인터넷에 올리라고.. 기사님들이 아무리 말해도 바뀌지 않는다는 소리 아닌가요? 오늘은 잠실부터 성남에서 갈아타기까지 30분 쪼금 넘게 서서갔습니다. 오늘은 갈아탈 버스라도 있었으나 어쩔때는 성남까지 서서갔음에도 불구하고 대체할 차에 자리가 없어서 성남에서 택시 타고 이천에 간적도 있습니다. 이렇게 택시태울꺼면 머하러 성남까지 서서 가는겁니까? 잠실에서 택시타는 요금과 성남에서 택시타는 요금에서 차이가 나서 성남까지 서서가게 만드는건 아닌가요? 밑에 분도 말씀하셨듯이 오죽 힘들었으면 어떤 여자분은 오바이트까지하셨습니다. 아울러 한가지 묻고 싶은데요 셔틀 차에서 오바이트를했을경우 당사자가 다 치워야합니까? 오늘 안그래도 힘들어하는 여사원에게 기사님이 치우라고 하는거같았습니다. 토사물 덮어놓은 신문지 밟았다고 소리를 지르시지를않나.. 좀 편하게 출근하고싶습니다. 가까운 근거리도 아니고.."
"2012-03-24 오후 3:03:10","잠실 b조 출근버스 증차 요청","기타 >  >","","","오늘 잠실 b조 출근버스에 12명이 서서갔습니다. 중간에 성남 버스로 이동해서 출근을 하긴 했는데 그 덕분에 출근시간이 늦춰져서 진땀 흘렸네요 12시 20분 셔틀을 탔는데 1시 40분에 도착 했습니다. 50분까지는 옷을 갈아입고 라인에 들어가야 하는데 정신이 하나도 없었습니다. b조 출근셔틀을 보면 항상 많은 인원이 오버되는데 왜 증차가 안되고 있는건지 궁금합니다.!! 오늘은 서서가던 어떤 여성분이 버스가 흔들려서 그런지 오바이트까지 했는데! 저번에는 서서 갈 자리도 부족해서 십분이나 늦게 출발한적도 있었고 렌트까지 해서 출근한 경우도 있었네요 빠른 셔틀 증차 검토 바랍니다!!!"
"2012-03-24 오전 8:15:46","토요일금정안양선","기타 >  >","","","토요일 금정 안양선 이용하고 있습니다. 회사에 도착시간이 7시 45분으로 주말에 너무 빨리 도착합니다. 금정에서 평일에는 50분에 출발핳고, 주말에는 30분에 출발합니다. 도착 시간 8시 기준으로 조정부탁드립니다. 너무 일러서 이용하는 사람이 적습니다. 고려 부탁합니다."
"2012-03-23 오후 5:13:40","버스 좌석 불편 해소 요청","기타 >  >","","","안녕하세요. 수고가 많으십니다. 좌석과 관련 불편사항에 대해 건의하고자 합니다. 대부분의 버스는 그렇지 않지만 일부 버스의 경우 좌석아래에 스피커나 나무판지를 설치해 놓아 다리를 뻗을 수 없어 굉장히 괴롭고 불편합니다. 원래 이런 설치물이 좌석아래 있는게 정당한지는 모르겠지만 대부분의 사람들이 불편해 하고, 그래서 그 자리를 기피합니다. 사소한 불만이라고 생각하시는지는 모르겠지만, 그것 때문에 상당한 불편을 느낍니다. 확인하시고 조치를 취해주시면 감사하겠습니다. 사원들을 위해 여러 가지로 수고하시는 것에 항상 감사함을 느낌니다. 수고하세요."
"2012-03-23","제휴 호텔에 관하여..","secret","","",""
"2012-03-22","청주 가경동 노선 출근버스 관련.","secret","","",""
"2012-03-22","* 수원행 퇴근버스 검토 *","secret","","",""
"2012-03-22 오후 2:04:50","대전노선 탑승위치요.","기타 >  >","","","대전노선 탑승위치 사진자료도 올려주세요. 가끔 이용하고싶긴 하지만, 정확한 탑승위치를 몰라 이용못하고 있습니다."
"2012-03-22 오후 1:49:21","인천 통근버스 개설해 주세요(청주)","기타 >  >","","","인천지역에서 거주하시는 직원분들이 많은것 같은데 아직 통근버스가 없습니다. 이천처럼 월요일 출근 금요일 퇴근 버스가 생기면 많은 분들이 편리하게 이용하실것 같습니다. 항상 임직원의 편의에 신경 써주셔서 감사합니다."
"2012-03-22","아침에 금정선에 우산을 놓고 내렸습니다.","secret","","",""
"2012-03-21","차안에서 담배냄새납니다.","secret","","",""
"2012-03-21 오후 4:44:19","구리 태릉선 노선 분리에 대한 제안드립니다.","기타 >  >","","","안녕하세요 우선 구리/태릉선 노선 조정 운행 관련하여 감사드립니다. 태릉입구에서 하차하는 임직원들의 퇴근시간이 상당히 감소되었습니다. 그런데 수/금에 대해서는 구리/태릉선 2대가 운행되다보니, 이전 노선과 동일하게 운행하시는거 같습니다. 그래서... 제안드리는 것은... 수/금 구리/태릉선에 대해서도 노선 분리를 요청드립니다. 예를 들면 한대는 기존 노선인 구리/태릉을 유지하고.. 다른 한대는 태릉->중화(구리선과 반대방향으로 운행) 이런식으로 분리가 가능한가요? 노선분리가 많이 되면 운영하는게 힘들겠지만, 고객의 편의를 생각하는 측면에서 다시 한번 검토 요청드립니다."
"2012-03-21","이천→청주 퇴근노선 관련하여 문의드립니다.","secret","","",""
"2012-03-21 오전 8:15:51","6시 사당퇴근선 증차 검토","기타 >  >","","","언제나 임직원들의 안전하고 편안한 출퇴근을 위해 수고해 주심에 감사를 드립니다. 제가 말씀드리고자 하는 내용은 6시 사당선 퇴근버스입니다. 현재 수,금을 제외하고 1대로 운행이 되는데 자리부족 현상이 심합니다. 전쟁입니다. 이번주 월요일엔 45분경에 갔는데 자리가 이미 만석... 화요일엔 2자리 남아겨우 좌석확보..휴~~ 자리에 앉아서 몇분이나 그냥 왔다 갔나 대략 세어보니 20여 분이 올라왔다 자리가 없으니 도로 내려가시더라구요. 이용인원에 대한 확인과 그에 따른 증차 검토를 요청드립니다."
"2012-03-21 오전 8:05:05","자전거 관련 문의","기타 >  >","","","어제 일이 있어서 밖에서 자전거를 구입하여 정문을 출입하려 했으나 자전거는 출입이 불가능하다고 하여 출입이 불가능하였습니다. 때문에 100 만원이 넘는 자전거를 열쇠고리 하나로 영내 바깥에 묶어 놓은 상태인데요. 100 만원이 넘는 고가의 자전거라 상당히 불안합니다. 자전거 잃어 버리면 hystec 에서 책임 질건가요? 자전거 거치대 쪽에 시설도 매우 불편하게 유지하고 있던데요. 아무튼 퇴근할 때 버스 짐칸에 싣고 가고자 합니다만 정문에서 출입을 시켜주지 않습니다. 영내에서 당연히 안타겠다고 말씀 드렸는데 출입을 시켜 줄 수 없다고 하십니다. 집에 갈 때 버스 짐칸에 싣고 갈 수 있도록 협조 말씀 부탁드립니다."
"2012-03-20","아침 7시 이천시내 나가는 버스 관련","secret","","",""
"2012-03-20","백사셔틀..","secret","","",""
"2012-03-19 오후 9:42:10","중앙식당 라면 배식...","기타 >  >","","","금일 저녁시간에 라면을 먹으려고 정확히 37분을 기다렸습니다. 이게 말이 됩니까? 3교대 근무자인 저는 식사 시간에 40분인데 37분이나 기다리게 한다는 것은 너무 아닌 것 같습니다. 놀이동산 바이킹 타러 온 것도 아니고 라면 하나 먹으려고 기다리는 저 자신을 보고 한심스러워습니다. 식당에선 아무런 대책사항이 없나요? 사람이 많으면 무조건 기다려야 하나요? 교대근무자들은 사람이 많으면 밥을 먹지 말아야 되나요? 오늘 라면 하나 먹고 상관한테 늦게 들어 왔다고 욕만 엄청 먹었습니다. 식사시간에 먹고 싶은 거 먹은 것이 엄청난 잘못 인 것 같습니다."
"2012-03-19 오후 9:36:36","중앙 식당..배식건","기타 >  >","","","금일 저녁 라면 기다리다가 시간 다 보내고 왔습니다. 식사하러 6시20분에 가서 라면 6시 45분경에 받고 먹고 왔는데기다리다가 지치겠더라구요.다양한 배식 방법 부탁드립니다."
"2012-03-19 오후 5:46:29","인천 평일 통근버스 신설부탁드립니다.","기타 >  >","","","안녕하세요. 인천에서 매일 통근하고 있는 직원 중 한명입니다. 현재 인천은 월요일 출근, 금요일 퇴근만 운영하고 있는데 평일에도 회사버스로 매일 출퇴근 할 수 있도록 통근버스 한대만 신설해주십시오. 제가 2년 째 인천에서 통근하고 있는데 한달에 소요되는 대중교통비가 최소 20만원이며, 퇴근 후 회사 앞 버스정류장에서 기다리는 시간도 하루 20분 이상입니다. 제가 2년간 출퇴근하면서 통계적으로 분석한 결과, 하루 하이닉스 직원 20명 이상이 매일 저와 같은 시외버스를 이용합니다. 또한 월요일출근과 금요일퇴근을 제외하고 출퇴근 시 1시간15분이내로 도착합니다. 거리상의 이유나 인원문제로 신설이 불가능하다는 답변보다 작년에 월요일출근과 금요일퇴근 버스가 시범적으로 생긴 후 정립화 됐듯이 이번에도 우선 시범적으로 운영할 수 있는 가능성이라도 보여주셨으면 합니다. 간곡히 부탁드립니다. 항상 임직원을 위해 힘써주셔서 감사합니다."
"2012-03-19","평일버스 , 3교대 버스","secret","","",""
"2012-03-19 오전 10:21:35","19시 이후 광주 퇴근 버스 정거장","기타 >  >","","","도평리에서 출퇴근 합니다만 가끔 야근을 하는 경우(19:30, 21:00, 22:00, 22:30) 퇴근이 애매하여 문의 드립니다 기사 분께 여쭈어보니 잘 모르시는 것 같더군요 어떤 분은 언덕 넘어 정거장이 하나 있더라 하시면서 동성 아파트 앞에 세워주시던데 다른 분은 그냥 지나치기도 합니다 이게 퇴근시간마다 다른가요? 엑셀 시간표를 봐도 좀 헷갈립니다 18:00는 분명히 도평리가 명시되어 있는데 19:30 21:00 22:00은 곤지암 다음이 바로 광주IC고, 22:30은 곤지암 다음에 동성아파트만 있습니다 19시 이후 광주 퇴근 버스 중에 1. 도평리 입구에서 서는 것이 없나요? 2. 동성 아파트 앞에 정거장이 있다면 그 버스는 몇시 버스인가요? 3. 광주IC에 정차하지 않는 시간도 있나요?"
"2012-03-18","수영장 & 체육관 공사는 언제까지인지요?","secret","","",""
"2012-03-17","휴일 청주 이천 출근노선","secret","","",""
"2012-03-16","* 수원행 퇴근버스 검토 요청 *","secret","","",""
"2012-03-16 오후 4:38:23","Hystec에서 기숙사 일도 맡으시나요?","기타 >  >","","","문의드릴게 하나 있어서요.. 청운기숙사가는 등나무 길이 금연구역으로 알고 있는데 남자흡연자도 여자흡연자도 금연구역에서 담배피고 있는 것을 종종도 아니라 자주 볼 수 있어요. 잠옷입고 나와서 화단쪽이나 계단 옆 쪽에 쭈그려 앉아가지고 두 세명씩 모여 담배피고 있는 모습을 보면 10대 일진학생들도 아니고 다 큰 성인들이 그러니 좀 그러네요. 청운기숙사 중간에 흡연실이 따로 배치되어있는데도 항상 거기서 피고있는걸 보면 쳐다보기도 뭣하고 지나가기도 뭣하고 방법이 없을까요?"
"2012-03-16 오전 10:03:39","안산 통근버스 신설 검토의 건","기타 >  >","","","안녕하세요. 혹시 안산 쪽 통근버스 신설 검토는 언제쯤 될까요?"
"2012-03-16 오전 9:11:04","모바일 홈페이지 알려주세요","기타 >  >","","","전에 잘 이용했었는데 휴대폰 분실하면서 주소를 모르겠네요~"
"2012-03-15 오후 8:23:35","식판","기타 >  >","","","아래 배급 문의한사람인데요 비번을 까먹어서 그런데 다시답변 달아주시면안돼나요.."
